epoch,accuracy,loss
0,0.38240739703178406,0.370392382144928
1,0.43194442987442017,0.34888821840286255
2,0.4592592716217041,0.33929866552352905
3,0.4601851999759674,0.33200591802597046
4,0.47361111640930176,0.3251323103904724
5,0.47870370745658875,0.3198012411594391
6,0.494907408952713,0.3151300251483917
7,0.5027777552604675,0.3069710433483124
8,0.5175926089286804,0.3013070225715637
9,0.5282407402992249,0.291471004486084
10,0.5620370507240295,0.28041937947273254
11,0.5708333253860474,0.27295657992362976
12,0.6000000238418579,0.2555910646915436
13,0.6291666626930237,0.2435455322265625
14,0.6495370268821716,0.2269163876771927
15,0.6819444298744202,0.21030940115451813
16,0.7236111164093018,0.19239699840545654
17,0.7523148059844971,0.17445696890354156
18,0.782870352268219,0.15666727721691132
19,0.8162037134170532,0.1395590603351593
20,0.8486111164093018,0.12180277705192566
21,0.8717592358589172,0.10369190573692322
22,0.8870370388031006,0.08808489888906479
23,0.9129629731178284,0.07256743311882019
24,0.9365741014480591,0.056091565638780594
25,0.9564814567565918,0.0457194484770298
26,0.9615740776062012,0.03697064146399498
27,0.9694444537162781,0.02913721650838852
28,0.9814814925193787,0.022605085745453835
29,0.987500011920929,0.01767650991678238
30,0.9907407164573669,0.014093921519815922
31,0.9925925731658936,0.011807559058070183
32,0.9925925731658936,0.009454910643398762
33,0.9930555820465088,0.007784115616232157
34,0.9944444298744202,0.00657004676759243
35,0.9949073791503906,0.005634485278278589
36,0.9944444298744202,0.004962972830981016
37,0.9949073791503906,0.004300228785723448
38,0.9953703880310059,0.003933444153517485
39,0.9953703880310059,0.0034892719704657793
