epoch,accuracy,loss
0,0.7353993058204651,0.18613313138484955
1,0.7684744000434875,0.1529596596956253
2,0.7952920198440552,0.13680338859558105
3,0.8167461156845093,0.12479958683252335
4,0.8361144065856934,0.11301319301128387
5,0.8602502942085266,0.0992811992764473
6,0.8831942677497864,0.08808477967977524
7,0.9022645950317383,0.07546142488718033
8,0.9225268363952637,0.06470555067062378
9,0.9350417256355286,0.054776065051555634
10,0.9484505653381348,0.04632500186562538
11,0.9585816264152527,0.03630336374044418
12,0.9696066975593567,0.027431311085820198
13,0.9767580628395081,0.02165897749364376
14,0.984803318977356,0.017492281273007393
15,0.9886770248413086,0.013472757302224636
16,0.9916567206382751,0.00994371622800827
17,0.9937425255775452,0.008255026303231716
18,0.9970202445983887,0.0061501855961978436
19,0.9973182082176208,0.005092219449579716
20,0.9982121586799622,0.0038101891987025738
21,0.9985101222991943,0.003064105287194252
22,0.9994040727615356,0.0022161249071359634
23,0.9991060495376587,0.0018339030211791396
24,0.9991060495376587,0.0014483615523204207
25,0.9994040727615356,0.001208410132676363
26,0.9994040727615356,0.0010012934217229486
27,0.9994040727615356,0.000868240837007761
28,0.9994040727615356,0.0007029836415313184
29,0.9997020363807678,0.0006462806486524642
30,0.9997020363807678,0.000595968565903604
31,0.9997020363807678,0.000511511811055243
32,0.9997020363807678,0.00044673195225186646
33,0.9997020363807678,0.0004211834748275578
34,0.9997020363807678,0.0003825858293566853
35,0.9997020363807678,0.000384836079319939
36,0.9997020363807678,0.0003607973922044039
37,0.9997020363807678,0.00034223636612296104
38,0.9997020363807678,0.00034056915319524705
39,0.9997020363807678,0.00032287128851749003
