epoch,accuracy,loss
0,0.5842592716217041,0.2679212987422943
1,0.8337963223457336,0.13642850518226624
2,0.9138888716697693,0.08475179970264435
3,0.9592592716217041,0.053687792271375656
4,0.987500011920929,0.032248836010694504
5,0.9939814805984497,0.01948072761297226
6,0.9972222447395325,0.011928721331059933
7,0.9995370507240295,0.006939569488167763
8,1.0,0.0038287541829049587
9,1.0,0.002736760536208749
10,1.0,0.0015859274426475167
11,1.0,0.0007754489197395742
12,1.0,0.0005456794751808047
13,1.0,0.00017028530419338495
14,1.0,9.41064499784261e-05
15,1.0,4.44974830315914e-05
16,1.0,9.910082553687971e-06
17,1.0,3.112723561571329e-06
18,1.0,1.220297576765006e-06
19,1.0,6.140766117823659e-07
20,1.0,3.5746651860790735e-07
21,1.0,2.3516086855579488e-07
22,1.0,1.567626384257892e-07
23,1.0,1.1703038182986347e-07
24,1.0,9.118996047163819e-08
25,1.0,7.587766504002502e-08
26,1.0,6.284039955062326e-08
27,1.0,5.393721735913459e-08
28,1.0,4.734923209070985e-08
29,1.0,4.136277453881121e-08
30,1.0,3.7557008170097106e-08
31,1.0,3.448552021723117e-08
32,1.0,3.1646351317249355e-08
33,1.0,2.9466674433820117e-08
34,1.0,2.726585179857466e-08
35,1.0,2.6217765736191723e-08
36,1.0,2.477213101315101e-08
37,1.0,2.368698126531399e-08
38,1.0,2.272865096131227e-08
39,1.0,2.1883563405822315e-08
