epoch,accuracy,loss
0,0.8108158111572266,0.14162813127040863
1,0.8735696077346802,0.09872354567050934
2,0.895717978477478,0.08006557077169418
3,0.9184200763702393,0.06631138175725937
4,0.9357696771621704,0.05364900827407837
5,0.9510889649391174,0.04281672090291977
6,0.9649317264556885,0.03386800363659859
7,0.9713916778564453,0.0278042983263731
8,0.9778516292572021,0.021940328180789948
9,0.986157238483429,0.01617066003382206
10,0.9872646927833557,0.013752429746091366
11,0.9928017854690552,0.00964380893856287
12,0.9957548975944519,0.0072024427354335785
13,0.9961240291595459,0.005341627169400454
14,0.9966777563095093,0.004564005881547928
15,0.9979697465896606,0.0035479681100696325
16,0.9979697465896606,0.002581185195595026
17,0.9985234141349792,0.0020468365401029587
18,0.9987080097198486,0.0016761217266321182
19,0.998892605304718,0.0012288358993828297
20,0.9994462728500366,0.000927281507756561
21,0.999261736869812,0.0006625720416195691
22,0.999261736869812,0.0006040881271474063
23,0.9994462728500366,0.0005004600971005857
24,0.9994462728500366,0.00046338397078216076
25,0.9994462728500366,0.0003867733757942915
26,0.999630868434906,0.0003335935471113771
27,0.999630868434906,0.00030871672788634896
28,0.999630868434906,0.00027074365061707795
29,0.999630868434906,0.0002013368357438594
30,0.999630868434906,0.00018500078294891864
31,0.999630868434906,0.0001802471379050985
32,0.999630868434906,0.0001663489092607051
33,0.999630868434906,0.00015887772315181792
34,0.999630868434906,0.00015502699534408748
35,0.999630868434906,0.0001505654217908159
36,0.999630868434906,0.0001473556476412341
37,0.999630868434906,0.00014397451013792306
38,0.999630868434906,0.0001421882479917258
39,0.999630868434906,0.00013858760939911008
