epoch,accuracy,loss
0,0.7877445816993713,0.13791559636592865
1,0.8589885830879211,0.0972336083650589
2,0.8842746615409851,0.08210442960262299
3,0.911037266254425,0.06926277279853821
4,0.9258028864860535,0.05825718864798546
5,0.9354005455970764,0.048289697617292404
6,0.950904369354248,0.0394400991499424
7,0.9625322818756104,0.03187420964241028
8,0.9717608094215393,0.02453056164085865
9,0.9780361652374268,0.018303144723176956
10,0.9872646927833557,0.01300948765128851
11,0.9898486733436584,0.010755462571978569
12,0.9933554530143738,0.008269468322396278
13,0.9953857660293579,0.0059812031686306
14,0.9974160194396973,0.004543120041489601
15,0.9985234141349792,0.0038155720103532076
16,0.9987080097198486,0.002492836443707347
17,0.9998154044151306,0.0017709387466311455
18,0.9998154044151306,0.0012499858858063817
19,1.0,0.0009675701730884612
20,1.0,0.0007466779788956046
21,0.9998154044151306,0.0005731388810090721
22,1.0,0.00043072603875771165
23,1.0,0.0003040755109395832
24,0.9998154044151306,0.000277537212241441
25,1.0,0.00020536167721729726
26,1.0,0.0001606829318916425
27,1.0,0.00014813699817750603
28,1.0,0.00013019543257541955
29,1.0,0.00011345916573191062
30,1.0,0.00010682286665542051
31,1.0,9.633161243982613e-05
32,1.0,9.165636583929881e-05
33,1.0,8.180964505299926e-05
34,1.0,7.925125100882724e-05
35,1.0,7.42311094654724e-05
36,1.0,7.218719838419929e-05
37,1.0,6.681100057903677e-05
38,1.0,6.56533520668745e-05
39,1.0,6.407674663932994e-05
