epoch,accuracy,loss
0,0.5765792727470398,0.2896277904510498
1,0.6331942677497864,0.24806028604507446
2,0.6749106049537659,0.22603671252727509
3,0.6880214810371399,0.2155665159225464
4,0.7061978578567505,0.20175392925739288
5,0.734803318977356,0.18581798672676086
6,0.7693682909011841,0.17336823046207428
7,0.7827771306037903,0.15602730214595795
8,0.8081048727035522,0.1399734616279602
9,0.8280691504478455,0.1255822777748108
10,0.8525030016899109,0.1100369393825531
11,0.8682956099510193,0.09818506240844727
12,0.8858760595321655,0.08530355989933014
13,0.9085220694541931,0.0719386637210846
14,0.9204409718513489,0.061586644500494
15,0.9344457983970642,0.05331900715827942
16,0.9490464925765991,0.043948158621788025
17,0.959475576877594,0.03650902211666107
18,0.9648391008377075,0.031422294676303864
19,0.9731823801994324,0.026125727221369743
20,0.9743742346763611,0.022676346823573112
21,0.9809296727180481,0.018958033993840218
22,0.9821215867996216,0.016582898795604706
23,0.9842073917388916,0.014230290427803993
24,0.9877830743789673,0.012691606767475605
25,0.9880810379981995,0.010967629961669445
26,0.989272952079773,0.009798994287848473
27,0.9907628297805786,0.008638354949653149
28,0.9904648661613464,0.008250197395682335
29,0.991358757019043,0.007461019791662693
30,0.9910607933998108,0.007045991253107786
31,0.9922527074813843,0.006248507648706436
32,0.9925506711006165,0.006205579731613398
33,0.9928486347198486,0.005720190703868866
34,0.9928486347198486,0.005576058756560087
35,0.9931465983390808,0.005482158157974482
36,0.993444561958313,0.00515007134526968
37,0.993444561958313,0.005152606405317783
38,0.9937425255775452,0.004828048404306173
39,0.9928486347198486,0.004951472394168377
