epoch,accuracy,loss
0,0.4077150225639343,0.37438783049583435
1,0.4132521152496338,0.3396083116531372
2,0.4162052273750305,0.3372081220149994
3,0.4165743887424469,0.33654236793518066
4,0.42229604721069336,0.33336907625198364
5,0.43466222286224365,0.33055874705314636
6,0.4451827108860016,0.32344377040863037
7,0.48947951197624207,0.30702635645866394
8,0.5754891037940979,0.2682856321334839
9,0.7059800624847412,0.20465832948684692
10,0.831672191619873,0.1348147690296173
11,0.9250646233558655,0.07482194900512695
12,0.9697305560112,0.04253854975104332
13,0.9878183603286743,0.024270711466670036
14,0.9937246441841125,0.01451313029974699
15,0.9946474432945251,0.009346823208034039
16,0.9957548975944519,0.005945901852101088
17,0.9966777563095093,0.0041268495842814445
18,0.9966777563095093,0.0031655714847147465
19,0.9972314238548279,0.002268567681312561
20,0.9976006150245667,0.0018076109699904919
21,0.9981542825698853,0.0013118794886395335
22,0.9981542825698853,0.001028688158839941
23,0.9985234141349792,0.0008771082502789795
24,0.9987080097198486,0.0006748728919774294
25,0.9987080097198486,0.0005778358317911625
26,0.998892605304718,0.0004894627491012216
27,0.9990771412849426,0.0004313648969400674
28,0.9990771412849426,0.0003720130189321935
29,0.9990771412849426,0.00033298946800641716
30,0.999261736869812,0.0003012297675013542
31,0.999261736869812,0.0002648953814059496
32,0.9998154044151306,0.0002315769379492849
33,0.9998154044151306,0.00019674164650496095
34,0.9998154044151306,0.00015230431745294482
35,0.9998154044151306,0.00012062450696248561
36,0.9998154044151306,9.261925151804462e-05
37,1.0,7.907375402282923e-05
38,1.0,6.81135497870855e-05
39,1.0,5.6939788919407874e-05
